imgAlt,imgName,isMeme
At least we can still go swimming.,mcdonalds_switzerland_748,-1
Keep it sweet,mcdonalds_switzerland_749,0
1) A cheesy classic,mcdonalds_switzerland_750,-1
P.S. I still love you,mcdonalds_switzerland_751,-1
I'm loving angels instead ❤️,mcdonalds_switzerland_752,1
"These 4 gamers have the special  chance to compete against the worldwide top drone pilots at the “Virtual Drone Grand Prix Zürichsee”. Follow them in the live stream on 3/4 October, all information on the Link in Bio.",mcdonalds_switzerland_753,-1
A sign of togetherness 💛,mcdonalds_switzerland_754,-1
When you know they’re the one 😍,mcdonalds_switzerland_755,1
"Some trends never fade: created in the 70ies, yet still in style! Our sundae collection 😍",mcdonalds_switzerland_756,-1
Best feeling 🤩,mcdonalds_switzerland_757,1
Für die Einführung unseres Bonusprogramms schenken wir dir 150 M's bei deinem ersten Scan 🤩 Lade unsere App herunter,mcdonalds_switzerland_758,-2
Green is the new black - all your favs now in veggie,mcdonalds_switzerland_759,-1
Today is National Video Game Day ! The perfect excuse to play video games all day long! McDonald’s Switzerland and,mcdonalds_switzerland_760,-1
"Mmmmmmmm everything tastes better when you earn it! Reward yourself, the more M’s you get, the greater the reward! Now",mcdonalds_switzerland_761,-1
There’s a new chick on the block! What’s your flava? Choose from our new Homestyle Crispy Chicken menu!,mcdonalds_switzerland_762,-1
The faces our crews see every day 😎,mcdonalds_switzerland_763,1
Want to be a pilot? Or just looking for a challenge? Try your chance to win one of 20x video games DCL The Game for free,mcdonalds_switzerland_764,-1
Which wings do you prefer?,mcdonalds_switzerland_765,1
She’s a keeper.,mcdonalds_switzerland_766,-1
"The bar is set sky high - are you ready to rise to the challenge? 😍 McDonald’s Switzerland and DCL are giving you the opportunity to compete in the live-streamed McDonald’s Virtual Drone Grand Prix Lake Zurich, in Switzerland this October. To qualify and to have a chance of winning lots of McDonald’s goodies download and play DCL - The Game for FREE! Link in Bio!",mcdonalds_switzerland_767,-1
Indecisive in the morning? Here’s a little breakfast guide.,mcdonalds_switzerland_768,-1
"Sorry diamonds, but life is better with barbecue sauce!",mcdonalds_switzerland_769,1
Better together ❤️,mcdonalds_switzerland_770,-1
There’s no Sunday like Sundae 😍,mcdonalds_switzerland_771,1
"Für die einen geht es schon wieder zur Schule, für die anderen bald! Die perfekte Zeit um eure Kinder noch einmal mit",mcdonalds_switzerland_772,-2
🎤 I’m lovin’ angels instead.,mcdonalds_switzerland_773,-1
"A few floors less, but a lot tastier.",mcdonalds_switzerland_774,1
Abbeissen oder gebissen werden.,mcdonalds_switzerland_775,1
Der perfekte Snack nach deiner Date Night? Wir haben ihn: Von 20:00 Uhr bis Restaurantschluss 2 McFlurry für nur 5 CHF!,mcdonalds_switzerland_776,-2
Was ist der Lieblingsburger deiner Katze? 😻,mcdonalds_switzerland_777,-2
Chicken McNuggets Liebhaber aufgepasst! 6 Stück für nur 3.90 CHF. Aber nur von 13:00 - 18:00 Uhr mit der App (Link in,mcdonalds_switzerland_778,-2
When minutes become hours.,mcdonalds_switzerland_779,1
"Backstreet fries, alright!!",mcdonalds_switzerland_780,1
"What do the Swiss, this burger-tower and McDonald’s have in common? They are all beautifully diverse 🥰 Happy August 1st!",mcdonalds_switzerland_781,-1
Which donut makes your world go round?,mcdonalds_switzerland_782,1
"Another big plus about Switzerland? In preparation for National Swiss Day, 😍 THE McRACLETTE IS BACK 😍 and comes with a f",mcdonalds_switzerland_783,-1
"Alright, imma head out.",mcdonalds_switzerland_784,-1
Check Mac 😉🍔,mcdonalds_switzerland_785,1
Heart. Broken.💔,mcdonalds_switzerland_786,1
"P. Sherman, 42 Wallaby Way, Sydney.",mcdonalds_switzerland_787,0
Gossip and good times at McCafé 🥰,mcdonalds_switzerland_788,-1
It’s time to say THANK YOU! For donating to the Ronald McDonald House Charities and therefore keeping families close in,mcdonalds_switzerland_789,-1
"You’re a Chicken McNugget, Harry.",mcdonalds_switzerland_790,1
"Wie Sudoku, aber jede Lösung ist eine Freude für deinen Bauch.",mcdonalds_switzerland_791,-2
Beware of the sun. Not everyone enjoys frying as much as i do 😎,mcdonalds_switzerland_792,-1
No muscle pain the next day from eating a Sundae either.,mcdonalds_switzerland_793,1
"And if she says no, ask dad.",mcdonalds_switzerland_794,1
Bist du auf der Suche nach einem guten Deal? Lade unsere App herunter und entdecke tolle Angebote und viele Vorteile das,mcdonalds_switzerland_795,-2
Can you find the mistake?,mcdonalds_switzerland_796,-1
"Enjoy the sun, but don't forget to stay hydrated and to wear your sunglasses 😎 ",mcdonalds_switzerland_797,-1
Did you know it's world UFO day?,mcdonalds_switzerland_798,-1
"Getting delivered, ordering at the McDrive, take-away, sitting-in, snacking - everything is possible again. Our",mcdonalds_switzerland_799,-1
We hope your LGBT+ Pride month was full of good moments! How did you celebrate? 💛🌈,mcdonalds_switzerland_800,-1
"Was ist grün, knackig und feiert grad sein starkes Comeback? Unser Caesar Salad! Frisch wie immer und frisch wieder auf",mcdonalds_switzerland_801,-2
Der McFlurry Oreo ist zurück! Kannst du dir eine bessere Oreo-Füllung vorstellen?,mcdonalds_switzerland_802,-2
"Lust auf gutes Frühstück? Das McCafé ist wieder geöffnet! Unseres Kaffees und Gipfeli warten schon auf dich. Und wer sich morgens nach Wohlfühl-Food sehnt: Der Egg McMuffin ist wieder am Morgen da. Hallelujah!

Envie d'un bon petit déjeuner ? Le McCafé est à nouveau ouvert ! Nos délicieux cafés et croissants t'attendent avec impatience. Et pour celles et ceux qui ont envie de salé, le Egg McMuffin est de retour le matin. Hallelujah !",mcdonalds_switzerland_803,-2
"Sieh dir das neue Wasserflaschendesign an: flip-flop, tip top 👌. Hol es dir KOSTENLOS mit 1 Menu Medium + 1 Happy Meal!",mcdonalds_switzerland_804,-2
Gutes tun wird jetzt noch einfacher: Ab sofort kannst du auch an unseren digitalen Kiosks für die Ronald McDonald,mcdonalds_switzerland_805,-2
Team exercise or team extra fries?,mcdonalds_switzerland_806,-1
"Ceeeelebrate good times, come on! Hol dir unsere neuen McFlurry-Feierlichkeit und geniesse den Sommer. 😍☀
Ceeeelebrate good times, come on ! Savoure notre nouveau McFlurry Celebrations et profite de l'été. 😍☀",mcdonalds_switzerland_807,-2
Ein Happy Meal für deine Kinder und dich selbst etwas Freizeit. Einfach mit McDelivery.,mcdonalds_switzerland_808,-2
"Mit dem Promo-Code ""MCDELIVERYCH"" bieten wir vom 17. bis 30. Juni kostenlose Lieferung an! ",mcdonalds_switzerland_809,-2
The safety and wellbeing of our guests and crew is our highest priority. Our heartfelt thanks goes out to all our,mcdonalds_switzerland_810,-1
"Elemente von ERDE, WASSER UND... KÄSE! Unser Quinoa Curry, Filet-o-Fish und Double Cheeseburger sind in unseren Restaurants erhältlich. 
Les éléments de la TERRE, de l'EAU et... du FROMAGE ! Le Quinoa Curry, le Filet-o-Fish et le Double Cheeseburger sont disponibles dans nos restaurants.",mcdonalds_switzerland_811,-2
"They see me rollin’, they lovin’.",mcdonalds_switzerland_812,-1
Wir sind mit allen Services für dich da! Du kannst jetzt auch wieder am Tisch geniessen 💛😍N,mcdonalds_switzerland_813,-2
"Es ist Vatertag! Vermassele es nicht beim Versuch zu kochen, bestelle lieber bei McDelivery.",mcdonalds_switzerland_814,-2
Hungrig für einen Biss? 🦈,mcdonalds_switzerland_815,-2
"They were one of us: Trayvon Martin. Michael Brown. Alton Sterling. Botham Jean. Atatiana Jefferson. Ahmaud Arbery. George Floyd. • • • • • •
#Repost @mcdonalds",mcdonalds_switzerland_816,-1
Und wie sieht deine Standardbestellung bei McDrive aus? Kannst du sie in ein wunderschönes Gedicht verpacken?,mcdonalds_switzerland_817,-2
Summer is calling – and we’re picking up: enjoy your meal with a side of sunshine on our re-opened restaurant terrace ☀ ,mcdonalds_switzerland_818,-1
"🎶 Here comes the bun, duda duda 🎶 D",mcdonalds_switzerland_819,1
"Aus Happy Meal wird Schatzkiste: Ab sofort steckt in jedem Happy Meal eine Spielzeugüberraschung aus früheren Kollektionen 😊 Was werden deine Kids bekommen?
Le Happy Meal se transforme en coffre au trésor: désormais, chaque Happy Meal contient un jouet surprise des collections précédentes 😊 Que vont recevoir tes enfants ?",mcdonalds_switzerland_820,-2
Der McHive in Schweden ist definitiv immer voll mit Gästen! Er dient als Bienenstock für Tausende der niedlichen,mcdonalds_switzerland_821,-2
Gute Nachrichten für alle wing-lovers: Ab heute setzen wir unsere Chicken Wings wieder auf das Menü!,mcdonalds_switzerland_822,-2
Our restaurants are now also open for Take-Away ! Find your closest McDonald’s Take-Away on mcdonalds.ch and enjoy your,mcdonalds_switzerland_823,-1
"It’s Mother’s Day! Time to spoil your mom. In case you forgot, here are some last-minute tips:
– buy her some flowers 🌻
– treat her to her favorite burger with McDelivery 🍔🛵
– start using a calendar so you don't forget next year!",mcdonalds_switzerland_824,-1
So gut hat die Raumschiff Enterfries Crew noch nie ausgesehen.,mcdonalds_switzerland_825,-2
Sag Hallo zum Big Tasty in all seinen neuen Variationen: Vom günstigen Big Tasty Single mit weniger Beef bis zum,mcdonalds_switzerland_826,-2
"Social Distancing gilt für uns Menschen, nicht aber für Abfalleimer. Damit unsere Strassen und Plätze sauber bleiben, brauchen wir eure Unterstützung: Bitte entsorgt eure Abfälle immer im Abfalleimer. Merci!

La distanciation sociale s’applique aux personnes, mais pas aux poubelles. Afin de garder nos rues et places propres, nous avons besoin de votre soutien: veuillez s’il vous plaît toujours jeter vos déchets à la poubelle. Merci !",mcdonalds_switzerland_827,-2
May the force be with you – especially at home. #MayThe4thBeWithYou,mcdonalds_switzerland_828,1
"Was sich liebt, das neckt sich. Wen nervst du am liebsten, wenn der Tag lang ist?",mcdonalds_switzerland_829,-2
A smaller offer with our classics. McDelivery and McDrive are back! Link to new menu in bio 😍🤤,mcdonalds_switzerland_830,-1
"#Goodtoseeyouagain liebe 🍔-Lover! Mit McDelivery, McDrive und reduziertem Menü, damit es sicher und schnell geht.
#Goodtoseeyouagain chers fans de 🍔! Avec McDelivery, McDrive et notre offre réduite, pour vous servir en toute sécurité et rapidement!
#Goodtoseeyouagain cari fan di 🍔! Con McDelivery, McDrive e menu ridotto, in modo che sia sicuro e veloce.",mcdonalds_switzerland_831,-2
"McDrive und McDelivery sind zurück! Sicher für alle durch kontaktlosen Service. 
McDrive et McDelivery sont de retour ! Un service sans contact, pour la sécurité de tous.
McDrive e McDelivery sono tornati! Sicuro per tutti grazie al servizio senza contatto.
#goodtoseeyouagain",mcdonalds_switzerland_832,-2
#goodtoseeyouagain - ab Montag am McDrive und mit McDelivery! Sicher für alle durch kontaktlosen Service und,mcdonalds_switzerland_833,-2
"Wer zwischen den Zeilen lesen kann, kann auch die Zeilen selbst lesen. Welcher köstliche Burger versteckt sich hier?",mcdonalds_switzerland_834,-2
Video calling your parents be like...,mcdonalds_switzerland_835,1
Wo sind die Einsteins in unserer Community? Kannst du diese leckere Gleichung lösen?,mcdonalds_switzerland_836,-2
"Gemeinsam Rätseln gegen die Langeweile. Findest du die 5 Unterschiede? Verrate in den Kommentaren, was du entdeckt hast.",mcdonalds_switzerland_837,-2
Lucky there's a family fryyyy! Welche Serie läuft bei euch gerade ohne Unterbrechung?,mcdonalds_switzerland_838,-2
Make the most of your time at home to  brush up on your burger knowledge! Did you know that both the Big Mac and the,mcdonalds_switzerland_839,-1
"Für alle, die sich nie zwischen Süss und Salzig entscheiden können 🤷‍♂ Pour tous ceux qui n'arrivent jamais à choisir",mcdonalds_switzerland_840,-2
[Swipe for your language: 🇩🇪 --> 🇫🇷 --> 🇮🇹] Safety first. Stay strong 💛#Stay,mcdonalds_switzerland_841,-1
Unsere McDrives sind offen und für euch da. Einfach aus dem 🚗 bestellen. Oder via McDelivery nach Hause liefern lassen.,mcdonalds_switzerland_842,-2
McDonald's Terrace at Night - Van Gogh (1888) #ShoutoutSunday 📸 via http://McD.to/61791WLQL,mcdonalds_switzerland_843,1
"Wir wünschen dir genussvolle Träume 🥰
Fais de beaux rêves 🥰
#MindfulMinute #DeliciousDreams",mcdonalds_switzerland_844,-2
"Heute keine Zeit für die Kleinen zu Kochen? Macht nichts: Das Happy Meal gibt's auch zum Mitnehmen – ganz bequem im McDrive 😎 
Pas le temps de cuisiner pour les petits aujourd'hui ? Peu importe : le Happy Meal est également disponible à emporter - confortablement au McDrive 😎",mcdonalds_switzerland_845,-2
"McDonald's Fact 🍟 Ketchup war in den ersten McDonald's-Jahren ausschliesslich für Hamburger und Cheeseburger reserviert. Für Pommes gab es lange gar keinen Dip – bis unsere Kunden ihren Wunsch nach mehr Ketchup durchsetzen konnten.

McDonald's Fact 🍟 A l'origine, chez McDonald's, le ketchup était réservé exclusivement à nos Hamburgers et aux Cheeseburgers. Pendant longtemps, il n'y a pas eu de sauce pour accompagner les frites - jusqu'à ce que nos clients puissent satisfaire leur désir de consommer plus de ketchup.",mcdonalds_switzerland_846,-2
